"id";"famille";"genre";"espece";"nom_vernaculaire";"WORMS_AphiID";"Fishbase_URL";"photos";"photo_credit";"description";"Ref_description";"Presence_records";"Ref_presence_record";"presence_mayotte";"presence_geyser_zelee";"presence_zelee_nov15";"Taille_maturite";"Type_taille_maturite";"Ref_taille_maturite";"Taille_max";"Type_taille_max";"Ref_taille_max";"Type_mesure_taille_max";"Ref_taille";"coeff_a";"coeff_b";"Niveau_taxo_coeff";"Type_mesure_coeffab";"Ref_coeff";"Interet_commercial_Mayotte";"Ref_commercial_Mayotte";"Vulnerabilite_peche";"Ref_vulnerabilite_peche";"last_update";"Remarque"
"261";"Heniochus_monoceros";"CHAETODONTIDAE";"Heniochus";"monoceros";"Poisson-cocher masqué";NA;NA;"428,385";NA;"partie anterieure jaune front concave avec une bosse ";NA;NA;NA;1;1;0;"15.2";NA;NA;"24";NA;NA;"TL";NA;"0.017";"3.211";"Espece";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"262";"Heteroconger_hassi";"CONGRIDAE";"Heteroconger";"hassi";"Hétérocongre";NA;NA;"116";NA;"";NA;NA;NA;1;1;1;"23.8";NA;NA;"40";NA;NA;"TL";NA;NA;NA;NA;NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"263";"Heteropriacanthus_cruentatus";"PRIACANTHIDAE";"Heteropriacanthus";"cruentatus";"Beauclair oeil de verre";NA;NA;"586";NA;"";NA;NA;NA;0;1;0;"29.4";NA;NA;"50.7";NA;NA;"TL";NA;"0.0279";"2.823";"Espece";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"264";"Hipposcarus_harid";"SCARIDAE";"Hipposcarus";"harid";"Perroquet à longue tête";NA;NA;"841,30";NA;"PI: jaune brun sur le dos blanchatre sur le ventre le bord de chaque ecaille est plus clair. PT: robe verte devient bleu sur le ventre. Ecailles des flancs roses. Une ligne rose part du bec pour atteindre le milieu du corps en passant par la nageoire pectorale les lobes de la queue se prolonge de long filament ";NA;NA;NA;1;0;0;"41.5";NA;NA;"75";NA;NA;"TL";NA;"0.0222";"2.971";"Famille";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"265";"Hologymnosus_annulatus";"LABRIDAE";"Hologymnosus";"annulatus";"Labre annelé";NA;NA;"409,407,406";NA;"";NA;NA;NA;1;1;0;"23.8";NA;NA;"40";NA;NA;"TL";NA;"0.0107";"3.178";"Famille";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"266";"Hologymnosus_doliatus";"LABRIDAE";"Hologymnosus";"doliatus";"Labre strié";NA;NA;"392,391,390";NA;"corps fin et allongé, juv blancs avec trois bandes rouges du museau à la queue. Adultes couleurs variables avec stries sombres  Males ont une barre blanche sur l'abdomen";NA;NA;NA;1;1;0;"29";NA;NA;"50";NA;NA;"TL";NA;"0.0107";"3.178";"Famille";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"267";"Istiblennius_sp.";"BLENIIDAE";"Istiblennius";"sp.";"";NA;NA;"770";NA;"";NA;NA;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;"0.0022";"3.901";"Famille";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"268";"Istigobius_decoratus";"GOBIIDAE";"Istigobius";"decoratus";"gobie decore ";NA;NA;"815";NA;"";NA;NA;NA;0;0;0;"8.8";NA;NA;"13";NA;NA;"TL";NA;"0.018";"2.777";"Espece";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"269";"Istiophorus_platypterus";"ISTIOPHORIDAE";"Istiophorus";"platypterus";"Voilier de l'indopacifique";NA;NA;"363";NA;"";NA;NA;NA;1;1;0;"113.7";NA;NA;"348";NA;NA;"FL";NA;NA;NA;NA;NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"270";"Kyphosus_cinerascens";"KYPHOSIDAE";"Kyphosus";"cinerascens";"Saupe grise";NA;NA;"261";NA;"completement gris";NA;NA;NA;1;1;0;"29.1";NA;NA;"50";NA;NA;"TL";NA;"0.0129";"3.151";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"271";"Kyphosus_vaigiensis";"KYPHOSIDAE";"Kyphosus";"vaigiensis";"Saupe bleue";NA;NA;"718,364";NA;"trait et tete plus jaune, bande noire sous l'œil";NA;NA;NA;1;1;0;"39.1";NA;NA;"70";NA;NA;"TL";NA;"0.0129";"3.151";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"272";"Labrichthys_unilineatus";"LABRIDAE";"Labrichthys";"unilineatus";"Nettoyeur à lèvres tubulaires";NA;NA;"439";NA;"";NA;NA;NA;1;1;0;"11.5";NA;NA;"17.5";NA;NA;"TL";NA;"0.0107";"3.178";"Famille";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"273";"Labroides_bicolor";"LABRIDAE";"Labroides";"bicolor";"Nettoyeur bicolore";NA;NA;"75";NA;"";NA;NA;NA;1;1;1;"10";NA;NA;"15";NA;NA;"TL";NA;"0.0107";"3.178";"Famille";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"274";"Labroides_dimidiatus";"LABRIDAE";"Labroides";"dimidiatus";"Nettoyeur commun";NA;NA;"488,262,107";NA;"";NA;NA;NA;1;1;1;"9.4";NA;NA;"14";NA;NA;"TL";NA;"0.0059";"3.231";"Espece";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"275";"Labropsis_xanthonota";"LABRIDAE";"Labropsis";"xanthonota";"Labre à queue en ciseaux";NA;NA;"263";NA;"";NA;NA;NA;1;1;0;"8.8";NA;NA;"13";NA;NA;"TL";NA;"0.0107";"3.178";"Famille";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"276";"Lepidozygus_tapeinosoma";"POMACENTRIDAE";"Lepidozygus";"tapeinosoma";"Demoiselle fusilier";NA;NA;"669";NA;"";NA;NA;NA;1;1;0;"7";NA;NA;"10";NA;NA;"TL";NA;"0.0209";"3.191";"Famille";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"277";"Leptoscarus_vaigiensis";"SCARIDAE";"Leptoscarus";"vaigiensis";"Perroquet des herbiers";NA;NA;"31";NA;"couleurs verts-brun avec quelques taches claires sur ceratines écailles ";NA;NA;NA;1;1;0;"21.2";NA;NA;"35";NA;NA;"TL";NA;"0.0163";"2.991";"Espece";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"278";"Lethrinus_atkinsoni";"LETHRINIDAE";"Lethrinus";"atkinsoni";"bec de cane du pacifique";NA;NA;"685";NA;"";NA;NA;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"279";"Lethrinus_conchyliatus";"LETHRINIDAE";"Lethrinus";"conchyliatus";"Capitaine à opercule rouge";NA;NA;"501,496";NA;"opercule rouge sur la pectorale ";NA;NA;NA;1;1;0;"42";NA;NA;"76";NA;NA;"TL";NA;"0.0165";"3.043";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"280";"Lethrinus_erythracanthus";"LETHRINIDAE";"Lethrinus";"erythracanthus";"Bec de cane à nageoire orange";NA;NA;"500,499,497";NA;"couleur vive de ses nageoires jaunes ou orangées tranche de la robe gris sombre juv a des nagoires jaunes avec des points blanc ";NA;NA;NA;1;1;0;"33.3";NA;NA;"70";NA;NA;"TL";NA;"0.0165";"3.043";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"281";"Lethrinus_harak";"LETHRINIDAE";"Lethrinus";"harak";"Empereur Saint Pierre";NA;NA;"179";NA;"ocelle noire sur le corp ";NA;NA;NA;1;1;0;"33.3";NA;NA;"50";NA;NA;"TL";NA;"0.017";"3.042";"Espece";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"282";"Lethrinus_lentjan";"LETHRINIDAE";"Lethrinus";"lentjan";"empereur lentille ";NA;NA;"684";NA;"robe grise et argentée sur le ventre des reflets mauves sur le dos.le bord de lopercule est gansé d'un liseré rouge vif. ";NA;NA;NA;0;0;0;"26.7";NA;NA;"52";NA;NA;"TL";NA;"0.0197";"2.986";"Espece";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"283";"Lethrinus_mahsena";"LETHRINIDAE";"Lethrinus";"mahsena";"Bossu doré";NA;NA;"686,503,502";NA;"robe grise argenté à reflets verts olive port 8 à 10 barres verticales. Nageoire dorsale et anale frequement colorées de jaune et de rouge pâle ";NA;NA;NA;1;1;0;"35.2";NA;NA;"65";NA;NA;"TL";NA;"0.0165";"3.043";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"284";"Lethrinus_microdon";"LETHRINIDAE";"Lethrinus";"microdon";"Empereur à petites dents";NA;NA;"504,98";NA;"robe brun olive plus claire sur le ventre traits brun plus sombre partent de l'œil et s'etendent vers le museau";NA;NA;NA;1;1;1;"43.7";NA;NA;"80";NA;NA;"TL";NA;"0.0165";"3.043";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"285";"Lethrinus_nebulosus";"LETHRINIDAE";"Lethrinus";"nebulosus";"Lethrinus bleuté";NA;NA;"687,505,119";NA;"robe gris olive et argenté sur le ventre. Le centre de chaque ecaille est bleu deux ou trois lignes bleues partent de l'œil et traverse les joues jusqu'à la machoire";NA;NA;NA;1;1;1;"45.6";NA;NA;"87";NA;NA;"TL";NA;"0.0187";"2.996";"Espece";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"286";"Lethrinus_obsoletus";"LETHRINIDAE";"Lethrinus";"obsoletus";"Capitaine à ligne orange";NA;NA;"507";NA;"bande longitudinale orange qui part de la machoire et s'etend jusqu'au pedoncule caudale";NA;NA;NA;1;1;0;"20.6";NA;NA;"60";NA;NA;"TL";NA;"0.0173";"3.026";"Espece";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"287";"Lethrinus_olivaceus";"LETHRINIDAE";"Lethrinus";"olivaceus";"Le bec de cane à long museau";NA;NA;"";NA;"";NA;NA;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"288";"Lethrinus_rubrioperculatus";"LETHRINIDAE";"Lethrinus";"rubrioperculatus";"Capitaine à tache orange";NA;NA;"688,509,508";NA;"robe gris vert. Il peut etre camoufle. Point rouge au bord de l'opercule. ";NA;NA;NA;1;1;0;"19.8";NA;NA;"50";NA;NA;"TL";NA;"0.0128";"3.108";"Espece";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"289";"Lethrinus_variegatus";"LETHRINIDAE";"Lethrinus";"variegatus";"Bec de cane bigarré";NA;NA;"511,510,76";NA;"robe couleure jaune gris vert. Concavité marquée en avant des yeux ";NA;NA;NA;1;0;1;"12.9";NA;NA;"20";NA;NA;"TL";NA;"0.0165";"3.043";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"290";"Lethrinus_xanthochilus";"LETHRINIDAE";"Lethrinus";"xanthochilus";"Bec de cane à lèvres jaunes";NA;NA;"661,512";NA;"levres jaunes ";NA;NA;NA;1;1;0;"40";NA;NA;"70";NA;NA;"TL";NA;"0.0201";"2.964";"Espece";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"291";"Lobotes_surinamensis";"LOBOTIDAE";"Lobotes";"surinamensis";"Croupia roche";NA;NA;"515";NA;"";NA;NA;NA;1;0;0;"38.1";NA;NA;"110";NA;NA;"TL";NA;NA;NA;NA;NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"292";"Lotilia_graciliosa";"GOBIIDAE";"Lotilia";"graciliosa";"gobie graciliosa";NA;NA;"816";NA;"";NA;NA;NA;0;0;0;"3.5";NA;NA;"4.5";NA;NA;"SL";NA;"0.0264";"2.623";"Famille";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"293";"Lutjanus_bohar";"LUTJANIDAE";"Lutjanus";"bohar";"Vivaneaux chien rouge";NA;NA;"516,178,77";NA;"";NA;NA;NA;1;1;1;"36";NA;NA;"90";NA;NA;"TL";NA;"0.0156";"3.059";"Espece";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"294";"Lutjanus_fulviflamma";"LUTJANIDAE";"Lutjanus";"fulviflamma";"Vivaneaux gibelot";NA;NA;"264";NA;"";NA;NA;NA;1;0;0;"17.9";NA;NA;"35";NA;NA;"TL";NA;"0.0205";"2.96";"Espece";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"295";"Lutjanus_gibbus";"LUTJANIDAE";"Lutjanus";"gibbus";"Vivaneaux pagaie";NA;NA;"265,164";NA;"";NA;NA;NA;1;1;0;"24.6";NA;NA;"50";NA;NA;"TL";NA;"0.0131";"3.138";"Espece";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"296";"Lutjanus_kasmira";"LUTJANIDAE";"Lutjanus";"kasmira";"Vivaneaux à Raies bleues";NA;NA;"427";NA;"";NA;NA;NA;1;1;1;"24.2";NA;NA;"40";NA;NA;"TL";NA;"0.0084";"3.247";"Espece";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"297";"Lutjanus_rivulatus";"LUTJANIDAE";"Lutjanus";"rivulatus";"Vivaneaux maori";NA;NA;"662,517";NA;"";NA;NA;NA;1;1;0;"42.7";NA;NA;"80";NA;NA;"TL";NA;"0.0084";"3.26";"Espece";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"298";"Lutjanus_sebae";"LUTJANIDAE";"Lutjanus";"sebae";"Vivaneaux bourgeois";NA;NA;"518";NA;"";NA;NA;NA;1;1;0;"55";NA;NA;"116";NA;NA;"TL";NA;"0.0116";"3.152";"Espece";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"299";"Macolor_niger";"LUTJANIDAE";"Macolor";"niger";"Vivaneaux noir et blanc";NA;NA;"723,453,452,91";NA;"";NA;NA;NA;1;1;1;"41.5";NA;NA;"75";NA;NA;"TL";NA;"0.0167";"3.022";"Famille";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"300";"Macropharyngodon_bipartitus";"LABRIDAE";"Macropharyngodon";"bipartitus";"Labre vermiculé";NA;NA;"267,266";NA;"";NA;NA;NA;1;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"301";"Macropharyngodon_cyanoguttatus";"LABRIDAE";"Macropharyngodon";"cyanoguttatus";"Labre léopard à points bleus";NA;NA;"";NA;"";NA;NA;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"302";"Mahidolia_mystacina";"GOBIIDAE";"Mahidolia";"mystacina";"gobie a drapeau";NA;NA;"817";NA;"";NA;NA;NA;0;0;0;"5.8";NA;NA;"8";NA;NA;"TL";NA;"0.0264";"2.623";"Famille";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"303";"Malacanthus_brevirostris";"MALACANTHIDAE";"Malacanthus";"brevirostris";"Matajuel nez-court";NA;NA;"522";NA;"";NA;NA;NA;1;1;0;"19.6";NA;NA;"32";NA;NA;"TL";NA;NA;NA;NA;NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"304";"Malacanthus_latovittatus";"MALACANTHIDAE";"Malacanthus";"latovittatus";"Malacanthe bleu";NA;NA;"707,524";NA;"";NA;NA;NA;1;1;0;"26.5";NA;NA;"45";NA;NA;"SL";NA;NA;NA;NA;NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"305";"Meiacanthus_mossambicus";"BLENIIDAE";"Meiacanthus";"mossambicus";"";NA;NA;"772";NA;"";NA;NA;NA;0;0;0;"7";NA;NA;"10";NA;NA;"TL";NA;"9.00E-04";"4.47";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"306";"Melichthys_indicus";"BALISTIDAE";"Melichthys";"indicus";"Baliste indien";NA;NA;"";NA;"";NA;NA;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"307";"Melichthys_niger";"BALISTIDAE";"Melichthys";"niger";"Baliste noir";NA;NA;"89";NA;"";NA;NA;NA;1;1;1;"21";NA;NA;"35";NA;NA;"FL";NA;"0.0057";"3.393";"Famille";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"308";"Mobula_birostris";"MYLIOBATIDAE";"Mobula";"birostris";"Raie Manta";NA;NA;"549";NA;"";NA;NA;NA;1;1;0;"377";NA;NA;"910";NA;NA;"WD";NA;NA;NA;NA;NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"309";"Monotaxis_grandoculis";"LETHRINIDAE";"Monotaxis";"grandoculis";"Empereur bossu";NA;NA;"689,479,78";NA;"forte convexité en avant de l'œil. Juv ont le ventre argenté barée de deux ou trois bandes blanches.";NA;NA;NA;1;1;1;"34.1";NA;NA;"60";NA;NA;"TL";NA;"0.023";"3.022";"Espece";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"310";"Mugilogobius_mertoni";"GOBIIDAE";"Mugilogobius";"mertoni";"";NA;NA;"818";NA;"";NA;NA;NA;0;0;0;"4.5";NA;NA;"6";NA;NA;"SL";NA;"0.0264";"2.623";"Famille";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"311";"Mulloidichthys_flavolineatus";"MULLIDAE";"Mulloidichthys";"flavolineatus";"Capucin à bande jaune";NA;NA;"715,79";NA;"";NA;NA;NA;1;1;1;"18.6";NA;NA;"43";NA;NA;"TL";NA;"0.012";"3.101";"Espece";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"312";"Mulloidichthys_vanicolensis";"MULLIDAE";"Mulloidichthys";"vanicolensis";"Capucin à nageoires jaunes ";NA;NA;"840,426";NA;"";NA;NA;NA;1;1;0;"24";NA;NA;"38";NA;NA;"TL";NA;"0.0074";"3.293";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"313";"Myripristis_adusta";"HOLOCENTRIDAE";"Myripristis";"adusta";"Soldat pourpre";NA;NA;"268";NA;"couleur bronze et bordures laregs et sombres sur les nagoires verticlaes ";NA;NA;NA;1;1;0;"21.2";NA;NA;"35";NA;NA;"TL";NA;"0.0276";"3.03";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"314";"Myripristis_berndti";"HOLOCENTRIDAE";"Myripristis";"berndti";"Myripristis de Berndt";NA;NA;"781,779,354";NA;"premiere nagoire dorsale jaune. Toutes les nageoires sont bordées de blanc a l'exception des pectorales ";NA;NA;NA;1;1;0;"18.5";NA;NA;"30";NA;NA;"TL";NA;"0.0168";"3.061";"Espece";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"315";"Myripristis_botche";"HOLOCENTRIDAE";"Myripristis";"botche";"Marignan poklé";NA;NA;"433,356";NA;"corps clair. Partie anterieure de la tete rouge. Une bande rouge et noire part du haut de l'opercule jusqu’à la base de la nagoire pectorale. Tache noire bien visible sur les lobes anales caudale et de la deuxième dorsale ";NA;NA;NA;1;0;1;"18.5";NA;NA;"30";NA;NA;"SL";NA;"0.0292";"3.024";"Espece";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"316";"Myripristis_chryseres";"HOLOCENTRIDAE";"Myripristis";"chryseres";"Cardinal queue jaune";NA;NA;"357";NA;"nagoires dorsales caudales et anales jaunes vif ";NA;NA;NA;1;1;0;"15.7";NA;NA;"25";NA;NA;"TL";NA;"0.0276";"3.03";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"317";"Myripristis_hexagona";"HOLOCENTRIDAE";"Myripristis";"hexagona";"Myripristis à dents doubles";NA;NA;"358";NA;"";NA;NA;NA;1;1;0;"18.5";NA;NA;"30";NA;NA;"TL";NA;"0.025";"3.089";"Espece";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"318";"Myripristis_kuntee";"HOLOCENTRIDAE";"Myripristis";"kuntee";"Myripristis ardoisé";NA;NA;"359";NA;"barre sur l'opercule bien visible et continue jusqu’à l'axe de la nagoire p. reflets nacres ";NA;NA;NA;1;1;0;"16.3";NA;NA;"26";NA;NA;"TL";NA;"0.0099";"3.468";"Espece";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"319";"Myripristis_murdjan";"HOLOCENTRIDAE";"Myripristis";"murdjan";"Myripristis à grands yeux";NA;NA;"133";NA;"corps rouge sombre partie externe de la nagoire epineuse rouge sa pupille est dissimulee dans une barre noire. Une tache noire s'etend du haut de l'opercule jusqu’à la base de la nageoire pectorale. ";NA;NA;NA;1;1;1;"17";NA;NA;"25";NA;NA;"FL";NA;"0.0276";"3.03";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"320";"Myripristis_violacea";"HOLOCENTRIDAE";"Myripristis";"violacea";"Myripristis violacé";NA;NA;"269";NA;"extremités des nagoires souples oranges bord de l'opercule rouge ";NA;NA;NA;1;1;0;"13";NA;NA;"20";NA;NA;"FL";NA;"0.0364";"2.94";"Espece";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"321";"Myripristis_vittata";"HOLOCENTRIDAE";"Myripristis";"vittata";"Myripristis bordé de blanc";NA;NA;"134";NA;"rouge orange sans tache noire sur l'opercule sommet des epines dorsales blancs";NA;NA;NA;1;1;1;"15.7";NA;NA;"25";NA;NA;"TL";NA;"0.0276";"3.03";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"322";"Naso_annulatus";"ACANTHURIDAE";"Naso";"annulatus";"Licorne à bords blancs ";NA;NA;"129";NA;"";NA;NA;NA;0;0;1;"39";NA;NA;"100";NA;NA;"TL";NA;"0.051";"2.715";"Espece";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"323";"Naso_brachycentron";"ACANTHURIDAE";"Naso";"brachycentron";"Nason bossu";NA;NA;"705,27";NA;"";NA;NA;NA;1;1;0;"49";NA;NA;"90";NA;NA;"FL";NA;"0.0085";"3.25";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"324";"Naso_brevirostris";"ACANTHURIDAE";"Naso";"brevirostris";"Nason à rostre court";NA;NA;"706,181";NA;"";NA;NA;NA;1;1;0;"22";NA;NA;"60";NA;NA;"FL";NA;"0.0107";"3.243";"Espece";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"325";"Naso_elegans";"ACANTHURIDAE";"Naso";"elegans";"Nason élégant";NA;NA;"470";NA;"";NA;NA;NA;1;1;1;"26.4";NA;NA;"45";NA;NA;"SL";NA;"0.0085";"3.25";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"326";"Naso_hexacanthus";"ACANTHURIDAE";"Naso";"hexacanthus";"Nason gris";NA;NA;"519,81";NA;"";NA;NA;NA;1;1;1;"29.4";NA;NA;"75";NA;NA;"FL";NA;"0.0202";"2.956";"Espece";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"327";"Naso_lopezi";"ACANTHURIDAE";"Naso";"lopezi";"Licorne argentée";NA;NA;"";NA;"";NA;NA;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"328";"Naso_minor";"ACANTHURIDAE";"Naso";"minor";"Petite licorne";NA;NA;"";NA;"";NA;NA;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
